id,title,base_path,parent_base_path
817ae71f-3e06-4952-a3af-90d1b5d20e29,School procurement,/education/school-procurement,/education/school-and-academy-financial-management-and-assurance
2a36b14d-aab7-4c92-b091-15f1042452ee,School-to-school support,/education/school-to-school-support,/education/running-and-managing-a-school
68e380b4-2f2c-4895-b6be-c8d6b99af706,School trips and extracurricular activity,/education/school-trips-and-extracurricular-activity,/education/running-and-managing-a-school
5deb901b-8128-455c-9aa2-13ef76a11d9b,School workforce censuses,/education/school-workforce-censuses,/education/data-collection-and-censuses-for-schools
47090e9c-7ec8-4d06-8aa2-9198222f211c,Schools forums,/education/schools-forums,/education/school-and-academy-funding
b1bf79e7-e72f-473d-a152-4811bb424156,"Secondary curriculum, key stage 3 and key stage 4 (GCSEs)",/education/secondary-curriculum-key-stage-3-and-key-stage-4-gcses,/education/school-curriculum
a893a957-cf00-4be0-9eb0-f0f8d953a107,Sending a child to school,/education/sending-a-child-to-school,/education/starting-and-attending-school
b68281df-91b1-413a-b6d7-a51ab5d5f8b0,Set up a free school,/education/set-up-a-free-school,/education/setting-up-or-changing-the-status-of-a-school
e4971422-6714-4b5e-a527-1fcb6ab687ad,Set up and develop a multi-academy trust (MAT),/education/set-up-develop-multi-academy-trust,/education/setting-up-or-changing-the-status-of-a-school
ea433086-f35d-4690-8a7c-89f3572e4442,Set up or convert to an academy,/education/set-up-or-convert-to-an-academy,/education/setting-up-or-changing-the-status-of-a-school
2f46f24b-098c-4029-87fa-3eddd4728cb7,Setting up or changing the status of a school,/education/setting-up-or-changing-the-status-of-a-school,/education/running-and-managing-a-school
9f2d2226-d602-465b-b700-f0ec320e823c,Special schools funding,/education/special-schools-funding,/education/funding-for-different-types-of-schools-and-settings
a9e29437-1767-4e43-a0d3-ceceb573fbea,UK financial sanctions,/business-and-industry/uk-financial-sanctions,/business-and-industry/business-regulation
59b5219c-b2a5-4a5a-a068-29780421774d,Drink and drug driving,/transport/drink-and-drug-driving,/transport/road-safety-driving-rules-and-penalties
c13f0923-539c-41ff-a7bc-353da0b23be9,Speeding,/transport/speeding,/transport/road-safety-driving-rules-and-penalties
1bae6929-26b0-4cb4-bf63-c0e67f4494ed,Driving and mobile phones,/transport/driving-and-mobile-phones,/transport/road-safety-driving-rules-and-penalties
783bb850-8808-4f61-ae06-52d48d423f3d,Seat belts,/transport/seat-belts,/transport/road-safety-driving-rules-and-penalties
09d8a2a9-bbf4-4ee5-b9a3-432da78a1434,Marine fisheries,/environment/marine-fisheries,/environment/fishing-fisheries-and-vessels
21ea0982-056f-44d5-bd4b-f627c0104c9a,Major project management,/government/major-project-management,/government/government-efficiency-transparency-and-accountability
863781a9-53c7-4d10-8744-d30dbfe84f00,Economic growth,/government/economic-growth,/government/missions
6715e925-ca20-43ca-8e56-36c51cda2776,Clean energy,/government/clean-energy,/government/missions
369344f0-f02b-475d-9675-391794f3b30e,Dentistry ,/health-and-social-care/dentistry,/health-and-social-care/public-health
d20429ff-cb06-4f72-9f8b-fd217f995f93,Legal aid reform,/crime-justice-and-law/legal-aid-reform,/crime-justice-and-law
d5520772-9c1a-4fd1-825f-9be2ec6bc412,MAPPA,/crime-justice-and-law/prisons-probation-mappa,/crime-justice-and-law/prisons-probation
a03cd843-6c55-48ba-be00-d0dbecafaafe,Reporting crimes and getting compensation,/crime-justice-and-law/reporting-crimes-compensation,/crime-justice-and-law
e5032158-56d8-4fad-838b-ea3ac8c75c78,Your rights and the law,/crime-justice-and-law/rights,/crime-justice-and-law
2a6b605e-d089-49a6-80d5-4bc69af27066,Sentencing reform,/crime-justice-and-law/sentencing-reform,/crime-justice-and-law
b899e7d2-280a-4c10-8ca9-c56666c900ba,Statutory rights,/crime-justice-and-law/statutory-rights,/crime-justice-and-law
cdab3c1d-33ec-455a-b8be-7d7568916c5c,Victims of crime,/crime-justice-and-law/victims-of-crime,/crime-justice-and-law
22206413-da0c-40c4-8255-9403f7051ec2,Young people and the law,/crime-justice-and-law/young-people-and-the-law,/crime-justice-and-law
849aa378-4061-45be-8bfd-bfd3de0659c4,Data collection for further education providers,/education/data-collection-for-further-education-providers,/education/further-education-financial-management-and-data-collection
1335bf33-5db7-42e1-b5ee-ebff0044090c,Inspection of boarding and residential schools,/education/inspection-of-boarding-and-residential-schools,/education/inspection-and-performance-of-schools
28280350-ebe2-438b-81a6-8b300b638e1d,UK Trade Tariff and classification of goods,/business/business-tax-import-export-uk-trade-tariff-and-classification-of-goods,/business-and-industry/customs-declarations-duties-tariffs
a6af4d06-30ac-49b4-a147-70d3df01a9d6,Early years education,/government/early-years-education,/government/missions
7fe4414b-1b1f-47b1-b806-ac4f7a70e123,Strong foundations,/government/strong-foundations,/government/missions
bcb1c84e-6e51-49ab-8c44-88b9fd05967b,Safer Streets,/government/safer-streets,/government/missions
540e9e28-f26d-4edb-9938-a3adb7b1fd6a,Animal welfare,/environment/animal-welfare,/environment/wildlife-animals-biodiversity-and-ecosystems
64f79448-f605-4f13-9490-a5f4fbbd5dd1,Local government spending,/regional-and-local-government/local-government-spending,/regional-and-local-government
6ed4eac3-a1aa-4487-9557-be97e0bef3fd,Non-resident landlord scheme,/money/non-resident-landlord-scheme,/money/personal-tax
b93dcf8c-4450-4c94-add1-38eb4752cfc7,"Spiritual, moral, social and cultural development",/education/spiritual-moral-social-and-cultural-development,/education/school-curriculum
66cd80c4-58e4-4125-98fe-9467b7f4e9d3,"Student grants, bursaries and scholarships",/education/student-grants-bursaries-scholarships,/education/funding-and-finance-for-students
e8a3843f-61d6-4e92-a51a-768c9f22b6de,Student loans,/education/student-loans-bursaries-and-sponsorship,/education/funding-and-finance-for-students
770baedf-c82a-44aa-a4fb-a82eeb332a99,Student performance in further education,/education/student-performance-in-further-education,/education/inspection-and-performance-of-further-education-providers
2e968692-eacd-4cd3-b8f4-a920aea794ab,Subject Knowledge Enhancement (SKE) funding,/education/subject-knowledge-enhancement-ske,/education/initial-teacher-training-funding
0b51847b-33c0-40be-9cdd-ad56a462b281,T levels,/education/t-levels,/education/further-and-higher-education-courses-and-qualifications
4136b7bb-389d-4e0b-a46c-75f7a10a458b,"Teacher pay, pensions and conditions",/education/teacher-pay-pensions-and-conditions,/education/teaching-and-leadership
436f4eed-cae3-474b-8c74-247be41c87f7,Teacher records,/education/teacher-records,/education/teaching-and-leadership
e65f417c-60e8-48b1-8af8-fa06e6dde4aa,Teacher training and professional development,/education/teacher-training-and-professional-development,/education/teaching-and-leadership
4b5415b8-a1e8-4b9c-9591-e23a9caccca8,Teaching and leadership,/education/teaching-and-leadership,/education
2a036bce-abea-4296-a8a6-0767c8b28787,"Teaching standards, misconduct and practice",/education/teaching-standards-misconduct-and-practice,/education/teaching-and-leadership
4b004685-82e4-4e58-9e6c-cd557704f40c,Types of apprenticeships,/education/types-of-apprenticeships,/education/apprenticeships-traineeships-and-internships
73e2a383-f4d9-47b5-827a-58157af067de,Science and innovation,/business-and-industry/science-and-innovation,/business-and-industry
8117c9a6-2a7a-4941-bdf9-ebfc91374211,Exam regulation and administration,/education/exam-regulation-and-administration,/education/school-curriculum
7a2036b6-aa54-4b36-993b-040f2755e462,"Penalty points, fines and driving bans",/transport/penalty-points-fines-and-driving-bans,/transport/road-safety-driving-rules-and-penalties
dccb81b4-be22-4296-8137-ade8e6b59680,Brexit,/government/brexit,/government/all
99c9db03-bcab-4f27-ae29-787ceb73fe41,Maths (key stage 2),/education/primary-curriculum-key-stage-2-maths,/education/primary-curriculum-key-stage-2
b6a7f537-3144-42fb-92f2-d26ba4e5402b,Working and time off when you're having a baby,/childcare-parenting/working-time-off-when-having-a-baby,/childcare-parenting/pregnancy-and-birth
635f2676-58ee-44b4-8633-ab723af70a2a,Cycling and walking,/transport/cycling-and-walking,/transport/driving-and-road-transport
d87c931f-b6dd-4fba-9c95-7c479dfac7fe,GOV.UK services,/government/govuk-services,/government/government-technology-and-digital-services
9f9b2a37-1aeb-4586-b869-341d16618ddb,"Primary curriculum, key stage 1",/education/primary-curriculum-key-stage-1,/education/school-curriculum
76b72189-db8f-474f-9561-90119e7f328d,Reduce NHS waiting lists,/government/reduce-nhs-waiting-lists,/government/missions
ea8210fc-3634-486b-aa56-0d9817717d38,NHS newborn and infant physical examination (NIPE) screening programme,/health-and-social-care/population-screening-programmes-newborn-infant-physical-examination,/health-and-social-care/population-screening-programmes
cce68af7-f6af-4537-be18-f87bfa99e31d,Arts and culture,/society-and-culture/arts-and-culture,/society-and-culture
2b8073fa-08b8-4876-8b21-7133204c356c,Health surveillance and reporting programmes,/health-and-social-care/health-protection-services-health-surveillance-and-reporting-programmes,/health-and-social-care/health-protection
d2e7e6a5-119d-42ed-9316-caedc37aab88,"Oil, gas and coal",/environment/oil-gas-coal,/environment/climate-change-energy-energy-infrastructure
7defaa36-4e47-4459-912c-bcc48acc8bc6,English (key stage 1),/education/primary-curriculum-key-stage-1-english,/education/primary-curriculum-key-stage-1
48a62eaf-6dcf-44d0-ab25-d226fc358937,Foreign nationals working in the UK,/entering-staying-uk/Foreign-nationals-working-in-UK,/entering-staying-uk/rights-foreign-nationals-uk
6ad4071a-4144-476b-9c32-3868a1089783,Asylum for children,/entering-staying-uk/asylum-children,/entering-staying-uk/refugees-asylum-human-rights
502a4d51-5101-4c28-bfba-52cc8e3f85af,Asylum decisions and appeals,/entering-staying-uk/asylum-decisions-appeals,/entering-staying-uk/refugees-asylum-human-rights
5910c0d4-b7b1-4ba5-992e-3d83f2139afe,"Refugee, asylum and human rights claims",/entering-staying-uk/asylum-refugee-human-rights-claims,/entering-staying-uk/refugees-asylum-human-rights
34eb3c89-2d51-4afb-a124-29f5258ebfa9,"Deportation, removals and curtailment",/entering-staying-uk/deportation-removals-curtailment,/entering-staying-uk/immigration-offences
b42247d5-f02e-4905-853f-0476177708aa,Giving unqualified immigration advice,/entering-staying-uk/giving-unqualified-immigration-advice,/entering-staying-uk/immigration-offences
497820b5-06f7-4724-972e-c52b248d0465,Family visas,/entering-staying-uk/family-visas,/entering-staying-uk/visas-entry-clearance
268d4844-0f16-4911-97a1-d66583dd56d6,Immigration detention,/entering-staying-uk/immigration-detention,/entering-staying-uk/immigration-offences
242b3a04-3d88-44a3-ac9e-ae482818bb5b,Immigration offences,/entering-staying-uk/immigration-offences,/entering-staying-uk
11e18d0b-3258-484e-8a44-f366c81b569a,Immigration penalties,/entering-staying-uk/immigration-penalties,/entering-staying-uk/immigration-offences
8fd1f77e-482e-431d-bcfb-9370c6158c7e,Immigration rules,/entering-staying-uk/immigration-rules,/entering-staying-uk
92185463-2d15-40a4-ad63-5705241e342c,"Inspections of border, immigration and asylum services",/entering-staying-uk/inspections-of-border-immigration-asylum-services,/entering-staying-uk
24fd1873-1c86-43d7-becd-c4f2c1bd6a42,Permanent stay in the UK,/entering-staying-uk/permanent-stay-uk,/entering-staying-uk
cb48eecf-ed12-4f4f-9257-9da0894c80d2,Right to rent in the UK,/entering-staying-uk/right-to-rent-in-the-UK,/entering-staying-uk/rights-foreign-nationals-uk
3f08aaa8-7c3d-412f-9dd4-b2446fae7d81,Rights of EU and EEA citizens,/entering-staying-uk/rights-eu-eea-citizens,/entering-staying-uk/rights-foreign-nationals-uk
6d53ce74-add9-47f7-abf4-d6fc2a003ece,Rights of nationals from outside the EU and EEA,/entering-staying-uk/rights-nationals-from-outside-eu-eea,/entering-staying-uk/rights-foreign-nationals-uk
d9e5fa42-c32d-4c5e-95ee-c180dc44a736,Support for asylum claimants and refugees,/entering-staying-uk/support-asylum-claimants-refugees,/entering-staying-uk/refugees-asylum-human-rights
961fa606-c68c-4ad8-a699-39f630effc56,Travel and identity documents for foreign nationals,/entering-staying-uk/travel-identity-documents-for-foreign-nationals,/entering-staying-uk
1a03d9d8-4ef8-48bf-a2d6-a7c4dbc9b9a7,Tuberculosis (TB) testing,/entering-staying-uk/tuberculosis-testing,/entering-staying-uk/visas-entry-clearance
4f6f5875-2b99-45a3-bc62-ac08776779ed,Visa application centres,/entering-staying-uk/visa-application-centres,/entering-staying-uk/visas-entry-clearance
f9095107-51b3-4d56-9bf5-667b5396cbe9,Visa applications,/entering-staying-uk/visa-applications,/entering-staying-uk/visas-entry-clearance
28cdad8b-0cc8-4b44-9094-4d3675b0ce5f,Visas and entry clearance,/entering-staying-uk/visas-entry-clearance,/entering-staying-uk
c606d516-f3c3-4faf-b78f-c4c4df2bb584,Visas and immigration corporate,/entering-staying-uk/visas-immigration-corporate,/entering-staying-uk
d9fa730c-03c5-4f0b-93e7-675abd187098,Visa sponsorship,/entering-staying-uk/visa-sponsorship,/entering-staying-uk/visas-entry-clearance
9844c676-2c84-499b-b284-bb80b1f5d0b3,Biodiversity and ecosystems,/environment/biodiversity-and-ecosystems,/environment/wildlife-animals-biodiversity-and-ecosystems
13ec9d9d-d763-42d2-9a8e-34e0321da6d9,Bovine tuberculosis (bovine TB),/environment/bovine-tuberculosis,/environment/keeping-farmed-animals
cfeaf685-b755-4640-8653-0a968af1a3e8,"Cattle identification, registration and movements",/environment/cattle-identification-registration-movements,/environment/keeping-farmed-animals
13337c84-eadb-43ae-85cf-248299b1420e,Chemicals,/environment/chemicals,/environment
a33e9988-7554-4d83-b003-b23af387a0a8,Climate change international action,/environment/climate-change-international-action,/environment/climate-change-energy
37d6b530-3427-48ce-bdf0-b45b2106c222,Energy infrastructure,/environment/climate-change-energy-energy-infrastructure,/environment
b20558dc-fc6c-47e1-bf69-44eb0fb7d0a4,Property and development,/environment/coal-property-development,/environment/coal
592c7c88-e280-4230-a799-a54b22cc26e7,Mine water management,/environment/coal-water-management,/environment/coal
41095f6c-f528-45ff-8503-a9b1d4667f3a,Vessel licensing and lists,/environment/commercial-fishing-fisheries-regulations-monitoring-enforcement-vessel-licensing-and-lists,/environment/fishing-vessels
d9278866-1d77-43b3-b7f7-6a84fdb82c5d,Common Agricultural Policy reform,/environment/common-agricultural-policy-reform,/environment/food-and-farming
43427fb3-d991-4460-9121-af436a6c7875,Economic growth in rural areas,/environment/economic-growth-in-rural-areas,/environment/rural-development-land-management
823f8832-434d-4957-ad80-290eca3004be,Contaminated land,/environment/environmental-management-chemicals-contaminated-land,/environment/chemicals
5371a103-02a2-4685-99cc-9890a547578f,Mercury,/environment/environmental-management-chemicals-mercury,/environment/chemicals
5c334f39-b115-4107-a710-51532a6104e7,Contaminated land,/environment/environmental-management-environmental-risk-management-contaminated-land,/environment/rural-development-land-management
9e784374-0af2-4ee6-972e-056d2f16fd23,Commons and greens,/environment/environmental-management-land-management-commons-and-greens,/environment/rural-development-land-management
938d87cc-93f4-46bd-9ca0-0d4c9d3a1d46,Hedgerows,/environment/environmental-management-land-management-hedgerows,/environment/rural-development-land-management
6d7075e5-4ce2-4812-81ef-f22c7567115e,Protected sites,/environment/environmental-management-land-management-protected-sites,/environment/rural-development-land-management
6daf8601-69a8-4c4a-acb5-891a3441878e,"Weeds and invasive, non-native plants",/environment/environmental-management-land-management-weeds-and-invasive-non-native-plants,/environment/rural-development-land-management
1ca50674-7da7-4eb8-9ba2-c372162435fc,Marine protection and wildlife,/environment/environmental-management-marine-marine-protection-and-wildlife,/environment/marine
56e4ab5e-0618-4e14-9315-a08d3d4277b5,Sea fishing,/environment/environmental-management-marine-sea-fishing,/environment/marine
424ec1fe-3355-4ddc-9fae-b7c44fd3d515,Invertebrates,/environment/environmental-management-wildlife-habitat-conservation-invertebrates,/environment/wildlife-habitat-conservation
9fe8910a-2c91-4343-bba7-80066b77ae7e,Mammals,/environment/environmental-management-wildlife-habitat-conservation-mammals,/environment/wildlife-habitat-conservation
a5967372-fbb4-4f4e-8e33-aedae62ba360,Reptiles and amphibians,/environment/environmental-management-wildlife-habitat-conservation-reptiles-and-amphibians,/environment/wildlife-habitat-conservation
a6b44817-30be-4955-aa75-859126e650fb,Farming and food grants and payments,/environment/farming-food-grants-payments,/environment/food-and-farming
455d0545-7a08-4c3b-a17c-87ccf0c10354,Intervention schemes,/environment/farming-food-grants-payments-intervention-schemes,/environment/farming-food-grants-payments
0b261900-e986-42c3-ab48-7eb9885986e9,Private storage aid,/environment/farming-food-grants-payments-private-storage-aid,/environment/farming-food-grants-payments
2e5749ac-3839-4ff3-a830-6bb7a2bdcb5f,Rural grants and payments,/environment/farming-food-grants-payments-rural-grants-payments,/environment/farming-food-grants-payments
9d75d09b-4ed8-48a0-bc4a-92ade6eb9b28,Basic Payment Scheme (BPS),/environment/farming-food-grants-payments-rural-grants-payments-basic-payment-scheme-bps,/environment/farming-food-grants-payments-rural-grants-payments
ddec1fbc-c961-4f93-8311-54739ac6adef,Fishing vessels,/environment/fishing-vessels,/environment/fishing-fisheries-and-vessels
2109db5b-3c23-4bcc-840f-7f73baabcf23,"Fishing regulations, monitoring and enforcement",/environment/fishing-regulations-monitoring-enforcement,/environment/fishing-fisheries-and-vessels
b4954c98-f65c-4d2d-9fa2-98f366dfd001,School milk scheme,/environment/farming-food-grants-payments-school-milk-scheme,/environment/farming-food-grants-payments
0b2fd697-4e27-4daa-b2d5-63cfe561b862,Common Agricultural Policy (CAP) reform,/environment/farming-food-grants-payments-rural-grants-payments-common-agricultural-policy-cap-reform,/environment/farming-food-grants-payments-rural-grants-payments
31620472-cc09-4b8f-a17f-efe6af54e1dd,Cross-compliance,/environment/farming-food-grants-payments-rural-grants-payments-cross-compliance,/environment/farming-food-grants-payments-rural-grants-payments
c0de3ff8-7d6e-460f-a689-cb13d6cf3e34,Online applications and payments,/environment/farming-food-grants-payments-rural-grants-payments-online-applications-and-payments,/environment/farming-food-grants-payments-rural-grants-payments
b71213e2-a2b3-4353-b1b1-9ac093d746a2,Rural development,/environment/farming-food-grants-payments-rural-grants-payments-rural-development,/environment/farming-food-grants-payments-rural-grants-payments
50073311-747a-4006-ac4a-24e73760a3dd,Harbour orders,/environment/harbour-orders,/environment/marine
145f3e2a-93fb-496a-92e3-d86f576f698c,Deer farming,/environment/keeping-farmed-animals-deer-farming,/environment/keeping-farmed-animals
7d5405ab-9393-4ef3-a0d0-2ec45b729479,Poultry registration,/environment/keeping-farmed-animals-poultry-registration,/environment/keeping-farmed-animals
ecc48baf-c5e3-4cbf-beaa-2420680edbad,"Sheep and goats identification, registration and movements",/environment/keeping-farmed-animals-sheep-identity-registration,/environment/keeping-farmed-animals
7b48db15-9293-4d47-abc9-2dfa2d1d92a5,Veterinary medicines,/environment/keeping-farmed-animals-veterinary-medicines,/environment/keeping-farmed-animals
dd37a02e-fa63-46f1-ae35-b5cc1860bb0f,Marine environment,/environment/marine-environment,/environment/marine
d3009831-4f09-420a-9590-effc1c4ea00b,Carbon capture and storage,/environment/oil-and-gas-carbon-capture-and-storage,/environment/oil-gas-coal
7d2141ad-d274-474d-8220-2464b6f451e2,Exploration and production,/environment/oil-and-gas-exploration-and-production,/environment/oil-gas-coal
5ce9595d-0908-4130-8c8c-74cd12d8092e,Fields and wells,/environment/oil-and-gas-fields-and-wells,/environment/oil-gas-coal
33240f64-4501-4f39-97a6-d93283fd5efb,Oil and gas finance and taxation,/environment/oil-and-gas-finance-and-taxation,/environment/oil-gas-coal
aa1a9b68-9275-473b-9886-f1d5d67d920c,Onshore oil and gas,/environment/oil-and-gas-onshore-oil-and-gas,/environment/oil-gas-coal
5278fca9-8cf1-4d3b-bd53-85a47b02be46,Market values,/environment/oil-and-gas-finance-and-taxation-market-values,/environment/oil-and-gas-finance-and-taxation
c8bb8b3f-c423-4a06-b975-d4cc6c24350c,Tax and profits,/environment/oil-and-gas-finance-and-taxation-tax-and-profits,/environment/oil-and-gas-finance-and-taxation
1353f7dc-82fc-4b5c-aa75-b895a537676c,Infrastructure and decommissioning,/environment/oil-and-gas-infrastructure-and-decommissioning,/environment/oil-gas-coal
6c94e73a-9e97-4427-92ad-997fdbf86e09,Oil and gas licensing,/environment/oil-and-gas-licensing,/environment/oil-gas-coal
286ed7a1-e871-411e-9cd5-b4a5eb1a350c,Oil spills,/environment/oil-spills,/environment/oil-gas-coal
70142ea9-a991-4a5a-8daa-2da9b4d9383e,"Parks, trails and nature reserves",/environment/parks-trails-nature-reserves,/environment/countryside
5e5d9e7e-513e-4e77-bac4-4c9a0ab044c8,Land sites,/environment/planning-development-protected-sites-species-land-sites,/environment/protected-sites-species
45fc5867-895e-47f3-bff8-40f6fe043724,Marine sites and species,/environment/planning-development-protected-sites-species-marine-sites-and-species,/environment/protected-sites-species
7433093f-81e6-473d-9c36-b1318e4f357e,Dairy and milk production,/environment/producing-distributing-food-dairy-milk-production,/environment/producing-distributing-food
a445e47f-4be8-4c91-b972-34945ec7d1c9,Sugar,/environment/producing-distributing-food-sugar,/environment/producing-distributing-food
67304058-f322-4d32-a089-6becbf4ebd96,Protected sites and species,/environment/protected-sites-species,/environment/wildlife-animals-biodiversity-and-ecosystems
c1bc23fb-1849-4a71-9c7a-77c7b373a8f1,"River maintenance, flooding and coastal erosion",/environment/river-maintenance-flooding-coastal-erosion,/environment
c6632076-2326-4a7a-aae9-77b595ddc181,Rural economy and community,/environment/rural-economy-and-community,/environment/rural-development-land-management
0106205d-059b-47b3-9404-1d030a2bafc6,Stopping or selling your business,/employment/business-tax-self-employed-stopping-or-selling-your-business,/employment/self-employed
994e05de-0ca2-408a-ab68-6b637f993b64,Automatic enrolment in workplace pensions,/employment/automatic-enrolment-in-workplace-pensions,/work/pensions-and-ageing-society
859fcae1-c6ca-4a2b-a764-e4ea9a96edba,Managing expenses,/employment/business-tax-self-employed-managing-expenses,/employment/self-employed
f8dfeba6-34a1-4722-a439-7cafa60a5955,Paying HMRC,/employment/business-tax-self-employed-paying-hmrc,/employment/self-employed
69bcffe0-10ff-45be-be84-bfc4c967c6ec,Tax and National Insurance,/employment/business-tax-self-employed-tax-and-national-insurance,/employment/self-employed
ace65d32-bc03-4ae6-92e3-01fa7c913f19,Contracts and working hours,/employment/contract-working-hours,/employment/working
ea03ae48-86f1-4b1f-872d-c039055c4187,Finding a job,/employment/finding-job,/employment/working
524f3838-eeb0-4868-96a3-f32ccb38fd73,Health and safety reform,/employment/health-and-safety-reform,/work
b496614f-8310-49c7-91ad-9588be4f91e3,Older people,/employment/older-people,/work/pensions-and-ageing-society
5d74f8eb-c901-42f5-98d7-9d04ad139883,Payroll,/employment/payroll,/work
2b596020-eb51-4691-abd8-043d2cf5956a,Public service pensions,/employment/public-service-pensions,/work/pensions-and-ageing-society
99f2cadb-7126-4987-84bc-f252a8ee259e,"Redundancies, dismissals and disciplinaries",/employment/redundancies-dismissals,/employment/working
75667bfa-b5c1-47a4-891d-a1cfad9152c6,Your rights at work and trade unions,/employment/rights-trade-unions,/employment/working
5589b86d-f465-4b09-b6e1-6eaa762198c4,"Holidays, time off, sick leave, maternity and paternity leave",/employment/time-off,/employment/working
4ce62a30-d033-4c91-9a6f-d27c572b39f8,Secondments with government,/employment/secondments-with-government,/work
4f4fdae6-b1b4-447c-93f6-8892799b5dad,State Pension age,/employment/state-pension-age,/work/pensions-and-ageing-society
d96b3157-5d29-4a46-acaf-b1318ef2dc57,State Pension simplification,/employment/state-pension-simplification,/work/pensions-and-ageing-society
b4006efb-f802-4788-aee7-6f9f18c662fb,"Your pay, tax and the National Minimum Wage",/employment/tax-minimum-wage,/employment/working
0277c4ea-7465-4b1b-a5a9-f2ab6c92bdca,Work and disabled people,/employment/work,/work
a229cb3d-d59a-4097-a9a5-0579d30cfe75,State Pension,/employment/working-state-pension,/employment/working
ba360b98-fa4e-4b0d-9902-d6cc7f1a99bf,Workplace bullying and harassment,/employment/workplace-bullying-and-harassment,/employment/working
e7260c66-596f-49e2-af03-25db864f88fd,Workplace and personal pensions,/employment/workplace-personal-pensions,/employment/working
db07c932-8dc8-466b-88d2-2c4e9fa183f5,Scottish devolution,/regional-and-local-government/scottish-devolution,/regional-and-local-government/scotland
97a43579-6124-4a5b-b33e-e052cf6200e1,Civil service reform,/government/civil-service-reform,/government/government-reform
e2904ce8-d7f7-400e-96bb-1e4d0b93d459,Counter-terrorism,/crime-justice-and-law/counter-terrorism,/crime-justice-and-law
1924e6ec-879e-4237-8487-bd28c6982509,Conflict in fragile states,/international/government-topics-foreign-affairs-conflict-in-fragile-states,/international/foreign-affairs
e981d94b-3bcd-4202-a852-e46cfda5ffa7,Death registration disclosure,/life-circumstances/death-registration-disclosure,/life-circumstances/death
8b6b952a-b786-4b46-8082-38ba7a084e69,Maths (key stage 1),/education/primary-curriculum-key-stage-1-maths,/education/primary-curriculum-key-stage-1
7f7a0ffe-f641-4714-9813-79ae3d1ab475,Veterans and family support,/defence-and-armed-forces/veterans-family-support,/defence-and-armed-forces
60685267-eb85-45d3-9a09-8b34cef62566,"Medicines, medical devices",/health-and-social-care/medicines-medical-devices-blood,/health-and-social-care
5bf1612e-47de-450e-95d5-339aa6f07471,Reporting disease and disease outbreaks,/environment/preventing-and-reporting-disease,/environment/keeping-farmed-animals
172470da-8d2b-4a6f-b9bc-cdca58aab250,Deficit reduction,/government/deficit-reduction,/government/government-efficiency-transparency-and-accountability
21bdabb0-d915-4c83-aca3-91528ea72767,Design and build of government services,/government/design-and-build-of-government-services,/government/government-technology-and-digital-services
90ec9f90-908c-42cf-900d-8bd3db9b4222,Europe,/government/europe,/government/all
89c226e0-c1b1-4ad4-bde1-05af5e5cdb22,Digital accessibility,/government/digital-accessibility,/government/government-technology-and-digital-services
87117212-3a75-4a6f-87fb-82d5e9cf1c72,Digital inclusion,/government/digital-inclusion,/government/government-technology-and-digital-services
f8d2b542-fea6-447d-b2a0-059e98887bb4,European funds,/government/european-funds,/government/europe
5ff0852a-7a04-46bc-8cc0-da2dc28d1184,European single market,/government/european-single-market,/government/europe
898f75e5-0ae4-4636-8a12-46f1d861c723,European Union laws and regulation,/government/european-union-laws-and-regulation-2,/government/europe
660c0a70-1fa7-4687-8f15-7b86cee63a06,Networks and telecommunications,/government/networks-and-telecommunications,/government/government-technology-and-digital-services
dada5894-dc11-4578-b521-c821691ce5d1,"Working, jobs and pensions",/employment/working,/work
3a6b3b6f-29c5-4efc-9332-9839e72cb406,School curriculum,/education/school-curriculum,/education
5ca88357-c5df-4260-b1a9-5b0c469871c0,Scientific research and development,/business-and-industry/scientific-research-and-development,/business-and-industry/science-and-innovation
7304f992-3b16-4eb5-9bb4-8d28bac261a4,Czechia,/going-and-being-abroad/help-british-nationals-overseas-europe-czechia,/going-and-being-abroad/help-british-nationals-overseas-europe
69e5ba24-a968-4489-a4e6-5a523abb2443,Species protection and marine conservation,/environment/species-protection-and-marine-conservation,/environment/marine
9936db42-c67b-46b7-bac5-238b9ec7f717,Vessel surveys and inspections,/environment/vessel-surveys-inspections,/environment/fishing-vessels
04c297fd-8630-4230-9758-9f45747af413,Technology in health and social care,/health-and-social-care/technology-in-health-and-social-care,/health-and-social-care
b2ba45c7-2a71-4bc4-98c2-c3c824e7d706,International aid and development,/international/international-aid-and-development,/international
8980ad5b-2d73-4deb-b14d-f324cea3baa6,Immunisation,/health-and-social-care/health-protection-immunisation,/health-and-social-care/health-protection
019b6ab3-b76e-4a80-a8cc-9c8309b0a508,Programmes of study (key stage 1),/education/primary-curriculum-key-stage-1-programmes-of-study,/education/primary-curriculum-key-stage-1
20617e25-fcbb-4fd7-90f9-5434f224c912,Death and bereavement,/life-circumstances/death,/life-circumstances
244ef2ed-44ff-4c9d-be7f-deda000d171d,Living abroad,/going-and-being-abroad/living-abroad,/going-and-being-abroad
7f9a2273-ff61-4fb7-9457-64cc592534ee,British nationals overseas,/going-and-being-abroad/british-nationals-overseas,/going-and-being-abroad
56ea87e1-d51f-431a-a971-648f6b28b8d4,Government funding programmes,/government/funding-programmes,/government/government-spending
3ff07024-82b9-4232-8a96-f1bf14868a45,Government reform ,/government/government-reform,/government/all
57275e95-f8f4-4f40-a254-f7f4d2c5fb02,Government technology and digital services,/government/government-technology-and-digital-services,/government/all
